id,area,width,depth,aspect_ratio,building_r,floor_r,setback,footprint_area,floors,floor_height,height
42,2789.7378586040327,147.97655215119127,24.277196048259565,6.09529007621124,0.5,1.2,0.5,1394.8689293245577,3,3.6,10.8
43,5480.001078556803,102.79731628575357,61.17931431448028,1.6802626416723814,0.1,0.2,0.5,548.0001078537678,3,3.6,10.8
44,706.4896000064253,32.936244533339604,25.245534258521044,1.3046364634657213,0.6,3.6,0.5,423.8937600003437,7,3.6,25.2
45,2862.695923011083,153.8450244329458,23.208098554454725,6.628937052812355,0.6,1.8,0.5,1717.617553811759,3,3.6,10.8
46,10631.962004988443,214.18644388564763,62.50025318776084,3.4269692195037518,0.6,1.8,0.5,6379.1772029823705,4,3.6,14.4
47,5761.344623446538,111.41674923648233,56.82568099518531,1.960676005729212,0.6,1.8,0.5,3456.80677406329,4,3.6,14.4
48,3805.193290547354,70.5323853924629,67.60370763715034,1.043321259405352,0.15,0.45,0.5,570.7789935835538,3,3.6,10.8
49,2926.1854995398894,69.653831553954,44.59255840837134,1.5620057256207558,0.15,0.45,0.5,438.92782492714434,4,3.6,14.4
50,3473.518918521396,74.23942687009675,51.27105015604125,1.4479794473519116,0.6,1.8,0.5,2084.1113511348512,3,3.6,10.8
51,2513.549229003849,72.98599542292658,38.32054108531396,1.9046180809513118,0.6,1.8,0.5,1508.1295374023707,3,3.6,10.8
52,2494.9161350206414,144.62522483649963,19.2916658421468,7.496772234180766,0.6,3.6,0.5,1496.9496810065039,7,3.6,25.2
53,1480.1930219781889,46.37387141066709,33.17981374818384,1.3976531563021644,0.6,4.2,0.5,888.1158131873372,7,3.6,25.2
54,6867.00252755556,142.60669531441636,57.814052432294574,2.466644168931447,0.6,4.2,0.5,4120.201516542019,7,3.6,25.2
55,3332.832956375858,103.07319205782298,33.301523059920925,3.0951494882789223,0.6,3.6,0.5,1999.6997738363375,6,3.6,21.6
56,16987.183796106256,202.1042886600445,105.43813926716095,1.9168043941666042,0.6,1.8,0.5,10192.310277693894,3,3.6,10.8
57,7286.375798048339,116.84520175084276,69.41461433728126,1.6832939701011553,0.6,1.8,0.5,4371.825478811962,4,3.6,14.4
58,9800.932959491643,110.6646773258338,99.39233141266456,1.1134126320708573,0.6,1.8,0.5,5880.559775654905,4,3.6,14.4
59,1715.135883999618,84.62136177905353,21.841622847318767,3.874316591335221,0.8,0.8,0.5,1372.1087072042674,1,3.6,3.6
60,6244.524024946604,164.73385339331065,54.147378302640334,3.0423237201361957,0.6,1.8,0.5,3746.7144149917663,3,3.6,10.8
61,5126.637116566562,189.88506361480006,62.721695015850614,3.0274223865731558,0.5,1.2,0.5,2563.3185583006407,3,3.6,10.8
62,1203.4371149857288,73.67032763067097,16.916464288595964,4.354948313894113,0.6,1.8,0.5,722.0622689980821,3,3.6,10.8
63,330.0701539876152,95.8110011226455,4.508072772731458,21.253206403896016,0.5,1.2,0.5,165.0350769912368,3,3.6,10.8
64,2188.074450053725,113.40204036888638,21.084773588659427,5.378385491883126,0.6,3.6,0.5,1312.8446700266354,7,3.6,25.2
65,7454.4544769364775,150.11910503461453,86.65687236490632,1.7323392933277464,0.6,3.6,0.5,4472.6726861660345,6,3.6,21.6
66,4618.061572433604,82.28213821154887,58.78612609155414,1.3996863491804477,0.6,4.2,0.5,2770.8369434612973,7,3.6,25.2
67,7166.857692542688,152.04276201924108,80.35135147225932,1.8922240787914146,0.6,3.6,0.5,4300.114615524343,7,3.6,25.2
68,5470.178366094953,115.40912612915017,59.72067682618364,1.93248188504372,0.15,0.45,0.5,820.5267549071572,4,3.6,14.4
69,16555.81537790609,174.57488557279106,106.36976947440715,1.6412077081241983,0.6,1.8,0.5,9933.489226727192,4,3.6,14.4
70,13262.545348044981,133.44155247645514,116.95016759147927,1.1410120671445485,0.6,1.8,0.5,7957.527208819166,4,3.6,14.4
71,5644.810787986017,118.70050726450398,48.3149609223267,2.456806442528894,0.6,1.8,0.5,3386.886472804387,3,3.6,10.8
72,38202.06208841329,200.46119307640348,191.50595774656855,1.0467621761495585,0.5,1.5,0.5,19101.03104420999,3,3.6,10.8
73,5732.210649970993,88.35474599706775,75.44070793212575,1.1711812948065228,0.15,0.45,0.5,859.8315975001335,3,3.6,10.8
74,14653.033357952425,167.81940811868242,107.4882333943645,1.5612816660868205,0.6,1.8,0.5,8791.82001475903,4,3.6,14.4
75,11506.703860451265,134.68709483291164,86.00999678466674,1.565946981373713,0.6,1.8,0.5,6904.022316282625,3,3.6,10.8
76,8012.472381503875,166.6224653666729,50.07580167583247,3.3274048500573095,0.6,1.8,0.5,4807.483428902915,3,3.6,10.8
77,1151.5305999991258,44.786244540214554,29.44012408870501,1.5212654812619228,0.1,0.2,0.5,115.15306000077595,2,3.6,7.2
78,1313.5370500038152,45.97178935511066,29.27707186622733,1.570231803411378,0.6,2.5,0.5,788.1222300055321,5,3.6,18.0
79,6485.136259921692,152.39221983065312,48.97290250466461,3.1117661407987396,0.6,2.5,0.5,3891.0817559447078,5,3.6,18.0
80,12511.651438431129,146.0657628482452,123.73244226124508,1.1804968864984189,0.6,2.5,0.5,7506.990863047737,5,3.6,18.0
81,7098.253310071646,117.30624185279322,78.78623852671599,1.4889179131583405,0.6,2.5,0.5,4258.951986057712,5,3.6,18.0
82,9208.245791471589,118.14778238330616,105.68863535040548,1.1178853998028548,0.6,2.5,0.5,5524.947474874425,5,3.6,18.0
83,3163.7736500390174,59.55220223750235,53.446411638223644,1.114241357129989,0.6,2.5,0.5,1898.2641900172232,5,3.6,18.0
