id,area,width,depth,aspect_ratio,far_used,buildable_area,floors,height
52,2494.9161350206414,144.62522483649963,19.2916658421468,7.496772234180766,3.2,2337.5074395469437,3,10.8
53,1480.1930219781889,46.37387141066709,33.17981374818384,1.3976531563021644,3.2,1405.5270983158925,3,10.8
54,6867.00252755556,142.60669531441636,57.814052432294574,2.466644168931447,4.0,6682.175295497231,4,14.4
55,3332.832956375858,103.07319205782298,33.301523059920925,3.0951494882789223,4.0,3201.918214467618,4,14.4
56,16987.183796106256,202.1042886600445,105.43813926716095,1.9168043941666042,4.0,16713.763286178233,4,14.4
57,7286.375798048339,116.84520175084276,69.41461433728126,1.6832939701011553,4.0,7113.6767682742075,4,14.4
58,9800.932959491643,110.6646773258338,99.39233141266456,1.1134126320708573,4.0,9608.616344122765,4,14.4
59,1715.135883999618,84.62136177905353,21.841622847318767,3.874316591335221,3.2,1617.4624231883301,3,10.8
60,6244.524024946604,164.73385339331065,54.147378302640334,3.0423237201361957,4.0,6042.990364134696,4,14.4
61,5126.637116566562,189.88506361480006,62.721695015850614,3.0274223865731558,4.0,4857.393678145624,4,14.4
62,1203.4371149857288,73.67032763067097,16.916464288595964,4.354948313894113,3.2,1116.4338365417084,3,10.8
63,330.0701539876152,95.8110011226455,4.508072772731458,21.253206403896016,1.8,232.02573541507718,2,7.2
64,2188.074450053725,113.40204036888638,21.084773588659427,5.378385491883126,3.2,2059.9502510422176,3,10.8
65,7454.4544769364775,150.11910503461453,86.65687236490632,1.7323392933277464,4.0,7229.7645404847335,4,14.4
66,4618.061572433604,82.28213821154887,58.78612609155414,1.3996863491804477,4.0,4481.422430520427,4,14.4
67,7166.857692542688,152.04276201924108,80.35135147225932,1.8922240787914146,4.0,6941.315083378009,4,14.4
68,5470.178366094953,115.40912612915017,59.72067682618364,1.93248188504372,4.0,5311.397372557403,4,14.4
69,16555.81537790609,174.57488557279106,106.36976947440715,1.6412077081241983,4.0,16295.397349548582,4,14.4
70,13262.545348044981,133.44155247645514,116.95016759147927,1.1410120671445485,4.0,13034.15771475621,4,14.4
71,5644.810787986017,118.70050726450398,48.3149609223267,2.456806442528894,4.0,5484.009012469675,4,14.4
72,38202.06208841329,200.46119307640348,191.50595774656855,1.0467621761495585,4.0,37814.171900918605,4,14.4
73,5732.210649970993,88.35474599706775,75.44070793212575,1.1711812948065228,4.0,5584.347736645572,4,14.4
74,14653.033357952425,167.81940811868242,107.4882333943645,1.5612816660868205,4.0,14382.58326167975,4,14.4
75,11506.703860451265,134.68709483291164,86.00999678466674,1.565946981373713,4.0,11291.770761747666,4,14.4
76,8012.472381503875,166.6224653666729,50.07580167583247,3.3274048500573095,4.0,7803.3554967701875,4,14.4
77,1151.5305999991258,44.786244540214554,29.44012408870501,1.5212654812619228,2.6,1083.6131508547046,2,7.2
78,1313.5370500038152,45.97178935511066,29.27707186622733,1.570231803411378,3.2,1241.9535101422096,3,10.8
79,6485.136259921692,152.39221983065312,48.97290250466461,3.1117661407987396,4.0,6297.523009950671,4,14.4
80,12511.651438431129,146.0657628482452,123.73244226124508,1.1804968864984189,4.0,12251.249464265775,4,14.4
81,7098.253310071646,117.30624185279322,78.78623852671599,1.4889179131583405,4.0,6926.229328183173,4,14.4
82,9208.245791471589,118.14778238330616,105.68863535040548,1.1178853998028548,4.0,8937.275693001899,4,14.4
83,3163.7736500390174,59.55220223750235,53.446411638223644,1.114241357129989,4.0,3052.098950347939,4,14.4
